98,198,0.955
99,98,0.999
99,100,0.507
99,199,0.351
100,99,0.630
100,200,0.043
101,102,0.450
101,201,0.162
101,1,0.324
102,101,0.509
102,103,0.806
102,202,0.691
102,2,0.799
103,102,0.427
103,104,0.937
103,203,0.398
103,3,0.267
104,103,0.099
104,105,0.041
104,204,0.233
104,4,0.175
105,104,0.489
105,106,0.867
105,205,0.091
105,5,0.689
106,105,0.582
106,107,0.904
106,206,0.403
106,6,0.219
107,106,0.583
107,108,0.096
107,207,0.534
107,7,0.195
108,107,0.637
108,109,0.594
108,208,0.349
108,8,0.121
109,108,0.023
109,110,0.974
109,209,0.697
109,9,0.208
110,109,0.024
110,111,0.132
110,210,0.903
110,10,0.858
111,110,0.736
111,112,0.986
111,211,0.913
111,11,0.852
112,111,0.971
112,113,0.422
112,212,0.793
112,12,0.292
113,112,0.344
113,114,0.646
113,213,0.666
113,13,0.285
114,113,0.371
114,115,0.670
114,214,0.591
114,14,0.371
115,114,0.867
115,116,0.444
115,215,0.522
115,15,0.204
116,115,0.526
116,117,0.900
116,216,0.685
116,16,0.989
117,116,0.727
117,118,0.388
117,217,0.052
117,17,0.123
118,117,0.245
118,119,0.316
118,218,0.613
118,18,0.067
119,118,0.874
119,120,0.016
119,219,0.255
119,19,0.743
120,119,0.186
120,121,0.706
120,220,0.512
120,20,0.111
121,120,0.297
121,122,0.137
121,221,0.153
121,21,0.369
122,121,0.300
122,123,0.920
122,222,0.243
122,22,0.928
123,122,0.500
123,124,0.098
123,223,0.281
123,23,0.810
124,123,0.066
124,125,0.678
124,224,0.607
124,24,0.901
125,124,0.382
125,126,0.771
125,225,0.621
125,25,0.302
126,125,0.799
126,127,0.091
126,226,0.857
126,26,0.580
127,126,0.987
127,128,0.135
127,227,0.396
127,27,0.568
128,127,0.445
128,129,0.635
128,228,0.644
128,28,0.373
129,128,0.911
129,130,0.413
129,229,0.030
129,29,0.301
130,129,0.129
130,131,0.760
130,230,0.402
130,30,0.018
131,130,0.348
131,132,0.725
131,231,0.527
131,31,0.467
132,131,0.358
132,133,0.306
132,232,0.025
132,32,0.688
133,132,0.663
133,134,0.190
133,233,0.213
133,33,0.424
134,133,0.368
134,135,0.554
134,234,0.921
134,34,0.017
135,134,0.607
135,136,0.581
135,235,0.751
135,35,0.661
136,135,0.203
136,137,0.448
136,236,0.009
136,36,0.732
137,136,0.392
137,138,0.226
137,237,0.956
137,37,0.660
138,137,0.432
138,139,0.528
138,238,0.844
138,38,0.926
139,138,0.693
139,140,0.613
139,239,0.295
139,39,0.108
140,139,0.888
140,141,0.653
140,240,0.891
140,40,0.437
141,140,0.601
141,142,0.893
141,241,0.992
141,41,0.096
142,141,0.233
142,143,0.526
142,242,0.632
142,42,0.569
143,142,0.473
143,144,0.412
143,243,0.312
143,43,0.316
144,143,0.577
144,145,0.011
144,244,0.844
144,44,0.018
145,144,0.703
145,146,0.058
145,245,0.748
145,45,0.316
146,145,0.703
146,147,0.381
146,246,0.651
146,46,0.271
147,146,0.038
147,148,0.122
147,247,0.383
147,47,0.519
148,147,0.668
148,149,0.692
148,248,0.043
148,48,0.723
149,148,0.838
149,150,0.597
149,249,0.778
149,49,0.992
150,149,0.468
150,151,0.180
150,250,0.483
150,50,0.476
151,150,0.634
151,152,0.327
151,251,0.062
151,51,0.979
152,151,0.983
152,153,0.452
152,252,0.485
152,52,0.360
153,152,0.595
153,154,0.052
153,253,0.265
153,53,0.459
154,153,0.605
154,155,0.098
154,254,0.188
154,54,0.465
155,154,0.620
155,156,0.768
155,255,0.906
155,55,0.519
156,155,0.841
156,157,0.172
156,256,0.487
156,56,0.944
157,156,0.459
157,158,0.547
157,257,0.449
157,57,0.309
158,157,0.236
158,159,0.396
158,258,0.120
158,58,0.501
159,158,0.614
159,160,0.834
159,259,0.587
159,59,0.855
160,159,0.027
160,161,0.757
160,260,0.652
160,60,0.791
161,160,0.437
161,162,0.579
161,261,0.337
161,61,0.436
162,161,0.362
162,163,0.807
162,262,0.486
162,62,0.291
163,162,0.054
163,164,0.979
163,263,0.886
163,63,0.521
164,163,0.795
164,165,0.506
164,264,0.515
164,64,0.860
165,164,0.228
165,166,0.782
165,265,0.135
165,65,0.130
166,165,0.461
166,167,0.327
166,266,0.579
166,66,0.425
167,166,0.208
167,168,0.360
167,267,0.159
167,67,0.384
168,167,0.484
168,169,0.712
168,268,0.181
168,68,0.542
169,168,0.119
169,170,0.626
169,269,0.738
169,69,0.745
170,169,0.873
170,171,0.715
170,270,0.947
170,70,0.435
171,170,0.905
171,172,0.288
171,271,0.569
171,71,0.343
172,171,0.254
172,173,0.430
172,272,0.283
172,72,0.628
173,172,0.662
173,174,0.493
173,273,0.315
173,73,0.588
174,173,0.671
174,175,0.370
174,274,0.927
174,74,0.773
175,174,0.192
175,176,0.924
175,275,0.368
175,75,0.314
176,175,0.155
176,177,0.906
176,276,0.305
176,76,0.911
177,176,0.331
177,178,0.617
177,277,0.416
177,77,0.644
178,177,0.996
178,179,0.732
178,278,0.834
178,78,0.432
179,178,0.363
179,180,0.111
179,279,0.552
179,79,0.666
180,179,0.972
180,181,0.085
180,280,0.349
180,80,0.489
181,180,0.944
181,182,0.964
181,281,0.859
181,81,0.156
182,181,0.065
182,183,0.463
182,282,0.030
182,82,0.026
183,182,0.571
183,184,0.706
183,283,0.284
183,83,0.896
184,183,0.740
184,185,0.675
184,284,0.490
184,84,0.925
185,184,0.846
185,186,0.231
185,285,0.915
185,85,0.966
186,185,0.772
186,187,0.233
186,286,0.703
186,86,0.660
187,186,0.611
187,188,0.934
187,287,0.252
187,87,0.735
188,187,0.796
188,189,0.424
188,288,0.894
188,88,0.440
189,188,0.714
189,190,0.273
189,289,0.190
189,89,0.705
190,189,0.353
190,191,0.291
190,290,0.010
190,90,0.964
191,190,0.503
191,192,0.171
191,291,0.261
191,91,0.032
192,191,0.957
192,193,0.218
192,292,0.422
192,92,0.656
193,192,0.668
193,194,0.039
193,293,0.284
193,93,0.819
194,193,0.846
194,195,0.702
194,294,0.526
194,94,0.020
195,194,0.209
195,196,0.035
195,295,0.412
195,95,0.133
196,195,0.346
196,197,0.638
196,296,0.889
196,96,0.823
197,196,0.886
197,198,0.807
197,297,0.941
197,97,0.253
198,197,0.796
198,199,0.679
198,298,0.567
198,98,0.534
199,198,0.933
199,200,0.947
199,299,0.506
199,99,0.653
200,199,0.716
200,300,0.556
200,100,0.667
201,202,0.097
201,301,0.393
201,101,0.480
202,201,0.133
202,203,0.818
202,302,0.561
202,102,0.481
203,202,0.761
203,204,0.366
203,303,0.812
203,103,0.292
204,203,0.105
204,205,0.532
204,304,0.599
204,104,0.883
205,204,0.853
205,206,0.550
205,305,0.068
205,105,0.515
206,205,0.071
206,207,0.989
206,306,0.402
206,106,0.383
207,206,0.317
207,208,0.183
207,307,0.543
207,107,0.164
208,207,0.411
208,209,0.109
208,308,0.677
208,108,0.628
209,208,0.681
209,210,0.451
209,309,0.464
209,109,0.742
210,209,0.401
210,211,0.713
210,310,0.042
210,110,0.856
211,210,0.272
211,212,0.696
211,311,0.710
211,111,0.711
212,211,0.634
212,213,0.559
212,312,0.648
212,112,0.631
213,212,0.253
213,214,0.803
213,313,0.340
213,113,0.693
214,213,0.169
214,215,0.590
214,314,0.216
214,114,0.099
215,214,0.985
215,216,0.961
215,315,0.758
215,115,0.441
216,215,0.153
216,217,0.026
216,316,0.636
216,116,0.320
217,216,0.515
217,218,0.154
217,317,0.990
217,117,0.268
218,217,0.037
218,219,0.528
218,318,0.907
218,118,0.396
219,218,0.495
219,220,0.974
219,319,0.063
219,119,0.210
220,219,0.769
220,221,0.630
220,320,0.396
220,120,0.402
221,220,0.185
221,222,0.286
221,321,0.700
221,121,0.745
222,221,0.329
222,223,0.333
222,322,0.480
222,122,0.346
223,222,0.075
223,224,0.986
223,323,0.006
223,123,0.042
224,223,0.648
224,225,0.838
224,324,0.943
224,124,0.421
225,224,0.260
225,226,0.404
225,325,0.726
225,125,0.014
226,225,0.522
226,227,0.642
226,326,0.500
226,126,0.879
227,226,0.142
227,228,0.632
227,327,0.661
227,127,0.108
228,227,0.222
228,229,0.630
228,328,0.442
228,128,0.875
229,228,0.024
229,230,0.830
229,329,0.564
229,129,0.591
230,229,0.025
230,231,0.933
230,330,0.698
230,130,0.981
231,230,0.030
231,232,0.630
231,331,0.050
231,131,0.418
232,231,0.276
232,233,0.553
232,332,0.902
232,132,0.350
233,232,0.323
233,234,0.842
233,333,0.601
233,133,0.606
234,233,0.511
234,235,0.959
234,334,0.192
234,134,0.422
235,234,0.857
235,236,0.090
235,335,0.840
235,135,0.075
236,235,0.754
236,237,0.936
236,336,0.068
236,136,0.602
237,236,0.547
237,238,0.089
237,337,0.407
237,137,0.061
238,237,0.010
238,239,0.933
238,338,0.239
238,138,0.017
239,238,0.754
239,240,0.789
239,339,0.699
239,139,0.200
240,239,0.986
240,241,0.847
240,340,0.904
240,140,0.101
241,240,0.084
241,242,0.271
241,341,0.404
241,141,0.201
242,241,0.671
242,243,0.435
242,342,0.283
242,142,0.622
243,242,0.286
243,244,0.717
243,343,0.015
243,143,0.965
244,243,0.281
244,245,0.682
244,344,0.485
244,144,0.063
245,244,0.736
245,246,0.724
245,345,0.827
245,145,0.890
246,245,0.083
246,247,0.315
246,346,0.242
246,146,0.557
247,246,0.620
247,248,0.413
247,347,0.567
247,147,0.157
248,247,0.957
248,249,0.842
248,348,0.087
248,148,0.713
249,248,0.966
249,250,0.006
249,349,0.626
249,149,0.044
250,249,0.447
250,251,0.763
250,350,0.801
250,150,0.505
251,250,0.467
251,252,0.316
251,351,0.281
251,151,0.246
252,251,0.896
252,253,0.338
252,352,0.236
252,152,0.170
253,252,0.622
253,254,0.314
253,353,0.415
253,153,0.952
254,253,0.383
254,255,0.939
254,354,0.005
254,154,0.262
255,254,0.658
255,256,0.545
255,355,0.359
255,155,0.282
256,255,0.173
256,257,0.805
256,356,0.030
256,156,0.649
257,256,0.101
257,258,0.717
257,357,0.513
257,157,0.517
258,257,0.409
258,259,0.854
258,358,0.404
258,158,0.742
259,258,0.452
259,260,0.639
259,359,0.175
259,159,0.497
260,259,0.150
260,261,0.076
260,360,0.294
260,160,0.350
261,260,0.221
261,262,0.025
261,361,0.760
261,161,0.889
262,261,0.616
262,263,0.485
262,362,0.102
262,162,0.442
263,262,0.365
263,264,0.260
263,363,0.782
263,163,0.366
264,263,0.242
264,265,0.453
264,364,0.908
264,164,0.506
265,264,0.228
265,266,0.200
265,365,0.806
265,165,0.632
266,265,0.664
266,267,0.443
266,366,0.080
266,166,0.873
267,266,0.306
267,268,0.678
267,367,0.350
267,167,0.915
268,267,0.494
268,269,0.548
268,368,0.824
268,168,0.992
269,268,0.807
269,270,0.818
269,369,0.267
269,169,0.076
270,269,0.489
270,271,0.923
270,370,0.824
270,170,0.403
271,270,0.443
271,272,0.468
271,371,0.845
271,171,0.906
272,271,0.504
272,273,0.312
272,372,0.391
272,172,0.709
273,272,0.157
273,274,0.456
273,373,0.125
273,173,0.231
274,273,0.073
274,275,0.625
274,374,0.814
274,174,0.709
275,274,0.758
275,276,0.274
275,375,0.790
275,175,0.314
276,275,0.147
276,277,0.091
276,376,0.502
276,176,0.164
277,276,0.795
277,278,0.292
277,377,0.456
277,177,0.267
278,277,0.078
278,279,0.893
278,378,0.352
278,178,0.975
279,278,0.578
279,280,0.720
279,379,0.523
279,179,0.428
280,279,0.322
280,281,0.185
280,380,0.671
280,180,0.167
281,280,0.235
281,282,0.457
281,381,0.662
281,181,0.835
282,281,0.761
282,283,0.867
282,382,0.856
282,182,0.821
283,282,0.923
283,284,0.670
283,383,0.099
283,183,0.434
284,283,0.506
284,285,0.502
284,384,0.070
284,184,0.928
285,284,0.400
285,286,0.220
285,385,0.278
285,185,0.796
286,285,0.278
286,287,0.458
286,386,0.198
286,186,0.023
287,286,0.943
287,288,0.926
287,387,0.684
287,187,0.098
288,287,0.789
288,289,0.173
288,388,0.979
288,188,0.430
289,288,0.392
289,290,0.041
289,389,0.306
289,189,0.547
290,289,0.371
290,291,0.708
290,390,0.795
290,190,0.517
291,290,0.085
291,292,0.244
291,391,0.288
291,191,0.492
292,291,0.079
292,293,0.254
292,392,0.958
292,192,0.917
293,292,0.877
293,294,0.015
293,393,0.358
293,193,0.359
294,293,0.943
294,295,0.889
294,394,0.340
294,194,0.523
295,294,0.949
295,296,0.064
295,395,0.633
295,195,0.407
296,295,0.229
296,297,0.529
296,396,0.028
296,196,0.257
297,296,0.730
297,298,0.388
297,397,0.676
297,197,0.415
298,297,0.368
298,299,0.321
298,398,0.575
298,198,0.628
299,298,0.555
299,300,0.053
299,399,0.313
299,199,0.951
300,299,0.685
300,400,0.917
300,200,0.384
301,302,0.165
301,401,0.783
301,201,0.063
302,301,0.206
302,303,0.273
302,402,0.448
302,202,0.313
303,302,0.076
303,304,0.911
303,403,0.516
303,203,0.808
304,303,0.716
304,305,0.164
304,404,0.811
304,204,0.910
305,304,0.462
305,306,0.955
305,405,0.920
305,205,0.297
306,305,0.846
306,307,0.756
306,406,0.982
306,206,0.756
307,306,0.057
307,308,0.049
307,407,0.873
307,207,0.395
308,307,0.328
308,309,0.912
308,408,0.336
308,208,0.034
309,308,0.475
309,310,0.406
309,409,0.206
309,209,0.237
310,309,0.453
310,311,0.903
310,410,0.626
310,210,0.882
311,310,0.208
311,312,0.245
311,411,0.122
311,211,0.267
312,311,0.990
312,313,0.114
312,412,0.403
312,212,0.683
313,312,0.029
313,314,0.904
313,413,0.688
313,213,0.772
314,313,0.348
314,315,0.252
314,414,0.853
314,214,0.369
315,314,0.397
315,316,0.070
315,415,0.516
315,215,0.338
316,315,0.237
316,317,0.801
316,416,0.864
316,216,0.985
317,316,0.442
317,318,0.624
317,417,0.504
317,217,0.705
318,317,0.537
318,319,0.223
318,418,0.885
318,218,0.914
319,318,0.571
319,320,0.126
319,419,0.533
319,219,0.356
320,319,0.804
320,321,0.980
320,420,0.472
320,220,0.659
321,320,0.812
321,322,0.878
321,421,0.881
321,221,0.725
322,321,0.823
322,323,0.156
322,422,0.894
322,222,0.704
323,322,0.072
323,324,0.389
323,423,0.279
323,223,0.495
324,323,0.354
324,325,0.023
324,424,0.844
324,224,0.894
325,324,0.352
325,326,0.368
325,425,0.919
325,225,0.300
326,325,0.045
326,327,0.924
326,426,0.849
326,226,0.273
327,326,0.220
327,328,0.640
327,427,0.406
327,227,0.495
328,327,0.575
328,329,0.346
328,428,0.655
328,228,0.710
329,328,0.326
329,330,0.843
329,429,0.089
329,229,0.187
330,329,0.477
330,331,0.811
330,430,0.654
330,230,0.188
331,330,0.621
331,332,0.724
331,431,0.703
331,231,0.148
332,331,0.795
332,333,0.094
332,432,0.100
332,232,0.273
333,332,0.759
333,334,0.909
333,433,0.437
333,233,0.318
334,333,0.532
334,335,0.879
334,434,0.787
334,234,0.789
335,334,0.003
335,336,0.554
335,435,0.287
335,235,0.398
336,335,0.011
336,337,0.862
336,436,0.745
336,236,0.667
337,336,0.462
337,338,0.960
337,437,0.027
337,237,0.188
338,337,0.471
338,339,0.402
338,438,0.846
338,238,0.005
339,338,0.047
339,340,0.693
339,439,0.356
339,239,0.274
340,339,0.064
340,341,0.256
340,440,0.687
340,240,0.104
341,340,0.312
341,342,0.336
341,441,0.965
341,241,0.499
342,341,0.445
342,343,0.140
342,442,0.259
342,242,0.981
343,342,0.158
343,344,0.910
343,443,0.586
343,243,0.217
344,343,0.450
344,345,0.391
344,444,0.646
344,244,0.170
345,344,0.518
345,346,0.192
345,445,0.952
345,245,0.014
346,345,0.623
346,347,0.593
346,446,0.841
346,246,0.687
347,346,0.169
347,348,0.593
347,447,0.716
347,247,0.890
348,347,0.975
348,349,0.455
348,448,0.028
348,248,0.113
349,348,0.077
349,350,0.445
349,449,0.116
349,249,0.480
350,349,0.959
350,351,0.144
350,450,0.111
350,250,0.391
351,350,0.405
351,352,0.562
351,451,0.994
351,251,0.868
352,351,0.075
352,353,0.253
352,452,0.183
352,252,0.231
353,352,0.210
353,354,0.742
353,453,0.407
353,253,0.351
354,353,0.441
354,355,0.013
354,454,0.935
354,254,0.469
355,354,0.120
355,356,0.745
355,455,0.634
355,255,0.126
356,355,0.093
356,357,0.916
356,456,0.331
356,256,0.070
357,356,0.753
357,358,0.843
357,457,0.861
357,257,0.996
358,357,0.650
358,359,0.157
358,458,0.877
358,258,0.631
359,358,0.842
359,360,0.628
359,459,0.166
359,259,0.420
360,359,0.327
360,361,0.589
360,460,0.913
360,260,0.444
361,360,0.526
361,362,0.921
361,461,0.617
361,261,0.706
362,361,0.933
362,363,0.424
362,462,0.952
362,262,0.715
363,362,0.788
363,364,0.121
363,463,0.598
363,263,0.362
364,363,0.263
364,365,0.845
364,464,0.516
364,264,0.379
365,364,0.114
365,366,0.970
365,465,0.205
365,265,0.478
366,365,0.979
366,367,0.556
366,466,0.459
366,266,0.561
367,366,0.824
367,368,0.519
367,467,0.473
367,267,0.757
368,367,0.626
368,369,0.199
368,468,0.218
368,268,0.762
369,368,0.236
369,370,0.402
369,469,0.026
369,269,0.021
370,369,0.747
370,371,0.235
370,470,0.548
370,270,0.630
371,370,0.597
371,372,0.963
371,471,0.622
371,271,0.392
372,371,0.564
372,373,0.147
372,472,0.898
372,272,0.696
373,372,0.654
373,374,0.780
373,473,0.052
373,273,0.532
374,373,0.199
374,375,0.639
374,474,0.227
374,274,0.812
375,374,0.997
375,376,0.640
375,475,0.356
375,275,0.395
376,375,0.543
376,377,0.486
376,476,0.883
376,276,0.535
377,376,0.920
377,378,0.882
377,477,0.366
377,277,0.216
378,377,0.172
378,379,0.281
378,478,0.700
378,278,0.112
379,378,0.972
379,380,0.139
379,479,0.685
379,279,0.857
380,379,0.694
380,381,0.468
380,480,0.869
380,280,0.729
381,380,0.091
381,382,0.502
381,481,0.826
381,281,0.897
382,381,0.177
382,383,0.925
382,482,0.610
382,282,0.394
383,382,0.570
383,384,0.340
383,483,0.931
383,283,0.961
384,383,0.026
384,385,0.868
384,484,0.909
384,284,0.436
385,384,0.359
385,386,0.096
385,485,0.057
385,285,0.817
386,385,0.917
386,387,0.692
386,486,0.302
386,286,0.363
387,386,0.240
387,388,0.771
387,487,0.118
387,287,0.806
388,387,0.818
388,389,0.305
388,488,0.674
388,288,0.627
389,388,0.836
389,390,0.545
389,489,0.420
389,289,0.231
390,389,0.990
390,391,0.429
390,490,0.670
390,290,0.803
391,390,0.469
391,392,0.833
391,491,0.858
391,291,0.013
392,391,0.713
392,393,0.510
392,492,0.590
392,292,0.086
393,392,0.386
393,394,0.470
393,493,0.568
393,293,0.721
394,393,0.797
394,395,0.818
394,494,0.143
394,294,0.889
395,394,0.934
395,396,0.639
395,495,0.272
395,295,0.151
396,395,0.481
396,397,0.321
396,496,0.437
396,296,0.036
397,396,0.918
397,398,0.554
397,497,0.615
397,297,0.553
398,397,0.769
398,399,0.178
398,498,0.210
398,298,0.285
399,398,0.386
399,400,0.631
399,499,0.080
399,299,0.030
400,399,0.565
400,500,0.937
400,300,0.914
401,402,0.242
401,501,0.358
401,301,0.058
402,401,0.880
402,403,0.857
402,502,0.660
402,302,0.410
403,402,0.361
403,404,0.981
403,503,0.103
403,303,0.486
404,403,0.310
404,405,0.157
404,504,0.287
404,304,0.828
405,404,0.954
405,406,0.535
405,505,0.926
405,305,0.282
406,405,0.742
406,407,0.448
406,506,0.369
406,306,0.943
407,406,0.228
407,408,0.175
407,507,0.946
407,307,0.978
408,407,0.331
408,409,0.800
408,508,0.954
408,308,0.260
409,408,0.091
409,410,0.408
409,509,0.011
409,309,0.927
410,409,0.895
410,411,0.978
410,510,0.583
410,310,0.040
411,410,0.444
411,412,0.527
411,511,0.971
411,311,0.772
412,411,0.780
412,413,0.283
412,512,0.067
412,312,0.531
413,412,0.516
413,414,0.431
413,513,0.393
413,313,0.930
414,413,0.467
414,415,0.684
414,514,0.907
414,314,0.391
415,414,0.836
415,416,0.837
415,515,0.044
415,315,0.031
416,415,0.220
416,417,0.500
416,516,0.571
416,316,0.031
417,416,0.416
417,418,0.908
417,517,0.342
417,317,0.472
418,417,0.230
418,419,0.706
418,518,0.756
418,318,0.985
419,418,0.047
419,420,0.036
419,519,0.098
419,319,0.123
420,419,0.981
420,421,0.135
420,520,0.046
420,320,0.639
421,420,0.508
421,422,0.499
421,521,0.476
421,321,0.139
422,421,0.858
422,423,0.699
422,522,0.194
422,322,0.264
423,422,0.907
423,424,0.324
423,523,0.463
423,323,0.268
424,423,0.758
424,425,0.136
424,524,0.822
424,324,0.965
425,424,0.512
425,426,0.312
425,525,0.932
425,325,0.703
426,425,0.450
426,427,0.058
426,526,0.468
426,326,0.922
427,426,0.635
427,428,0.803
427,527,0.949
427,327,0.916
428,427,0.844
428,429,0.623
428,528,0.608
428,328,0.453
429,428,0.365
429,430,0.221
429,529,0.563
429,329,0.504
430,429,0.944
430,431,0.581
430,530,0.281
430,330,0.442
431,430,0.035
431,432,0.547
431,531,0.394
431,331,0.622
432,431,0.428
432,433,0.188
432,532,0.341
432,332,0.749
433,432,0.366
433,434,0.379
433,533,0.721
433,333,0.907
434,433,0.093
434,435,0.534
434,534,0.298
434,334,0.795
435,434,0.907
435,436,0.642
435,535,0.547
435,335,0.527
436,435,0.138
436,437,0.952
436,536,0.055
436,336,0.664
437,436,0.106
437,438,0.422
437,537,0.392
437,337,0.156
438,437,0.335
438,439,0.405
438,538,0.065
438,338,0.849
439,438,0.604
439,440,0.431
439,539,0.349
439,339,0.590
440,439,0.164
440,441,0.930
440,540,0.338
440,340,0.052
441,440,0.876
441,442,0.276
441,541,0.997
441,341,0.836
442,441,0.114
442,443,0.577
442,542,0.394
442,342,0.276
443,442,0.382
443,444,0.425
443,543,0.827
443,343,0.694
444,443,0.874
444,445,0.749
444,544,0.395
444,344,0.089
445,444,0.008
445,446,0.794
445,545,0.650
445,345,0.726
446,445,0.694
446,447,0.370
446,546,0.301
446,346,0.905
447,446,0.472
447,448,0.170
447,547,0.049
447,347,0.462
448,447,0.913
448,449,0.748
448,548,0.534
448,348,0.810
449,448,0.071
449,450,0.524
449,549,0.067
449,349,0.804
450,449,0.801
450,451,0.169
450,550,0.005
450,350,0.522
451,450,0.857
451,452,0.241
451,551,0.167
451,351,0.425
452,451,0.497
452,453,0.667
452,552,0.234
452,352,0.905
453,452,0.577
453,454,0.830
453,553,0.893
453,353,0.756
454,453,0.285
454,455,0.460
454,554,0.387
454,354,0.504
455,454,0.418
455,456,0.597
455,555,0.720
455,355,0.339
456,455,0.000
456,457,0.918
456,556,0.799
456,356,0.016
457,456,0.289
457,458,0.794
457,557,0.527
457,357,0.760
458,457,0.410
458,459,0.823
458,558,0.302
458,358,0.590
459,458,0.791
459,460,0.854
459,559,0.501
459,359,0.359
460,459,0.015
460,461,0.162
460,560,0.891
460,360,0.244
461,460,0.180
461,462,0.686
461,561,0.421
461,361,0.593
462,461,0.078
462,463,0.652
462,562,0.978
462,362,0.620
463,462,0.892
463,464,0.014
463,563,0.209
463,363,0.622
464,463,0.165
464,465,0.774
464,564,0.817
464,364,0.828
465,464,0.796
465,466,0.687
465,565,0.518
